0.0, 0.0
0.1, 0.001
0.2, 0.008
0.3, 0.027
0.4, 0.064
0.5, 0.125
0.6, 0.216
0.7, 0.343
0.8, 0.512
0.9, 0.729
1.0, 1.0
1.1, 1.331
1.2, 1.728
1.3, 2.197
1.4, 2.744
1.5, 3.375
1.6, 4.096
1.7, 4.913
1.8, 5.832
1.9, 6.859
2.0, 8.0
2.1, 9.261
2.2, 10.648
2.3, 12.167
2.4, 13.824
2.5, 15.625
2.6, 17.576
2.7, 19.683
2.8, 21.952
2.9, 24.389
3.0, 27.0
3.1, 29.791
3.2, 32.768
3.3, 35.937
3.4, 39.304
3.5, 42.875
3.6, 46.656
3.7, 50.653
3.8, 54.872
3.9, 59.319
4.0, 64.0
4.1, 68.921
4.2, 74.088
4.3, 79.507
4.4, 85.184
4.5, 91.125
4.6, 97.336
4.7, 103.823
4.8, 110.592
4.9, 117.649
5.0, 125.0
5.1, 132.651
5.2, 140.608
5.3, 148.877
5.4, 157.464
5.5, 166.375
5.6, 175.616
5.7, 185.193
5.8, 195.112
5.9, 205.379
6.0, 216.0
6.1, 226.981
6.2, 238.328
6.3, 250.047
6.4, 262.144
6.5, 274.625
6.6, 287.496
6.7, 300.763
6.8, 314.432
6.9, 328.509
7.0, 343.0
7.1, 357.911
7.2, 373.248
7.3, 389.017
7.4, 405.224
7.5, 421.875
7.6, 438.976
7.7, 456.533
7.8, 474.552
7.9, 493.039
8.0, 512.0
8.1, 531.441
8.2, 551.368
8.3, 571.787
8.4, 592.704
8.5, 614.125
8.6, 636.056
8.7, 658.503
8.8, 681.472
8.9, 704.969
9.0, 729.0
9.1, 753.571
9.2, 778.688
9.3, 804.357
9.4, 830.584
9.5, 857.375
9.6, 884.736
9.7, 912.673
9.8, 941.192
9.9, 970.299
10.0, 1000.0
10.1, 1030.301
10.2, 1061.208
10.3, 1092.727
10.4, 1124.864
10.5, 1157.625
10.6, 1191.016
10.7, 1225.043
10.8, 1259.712
10.9, 1295.029
11.0, 1331.0
11.1, 1367.631
11.2, 1404.928
11.3, 1442.897
11.4, 1481.544
11.5, 1520.875
11.6, 1560.896
11.7, 1601.613
11.8, 1643.032
11.9, 1685.159
12.0, 1728.0
12.1, 1771.561
12.2, 1815.848
12.3, 1860.867
12.4, 1906.624
12.5, 1953.125
12.6, 2000.376
12.7, 2048.383
12.8, 2097.152
12.9, 2146.689
13.0, 2197.0
13.1, 2248.091
13.2, 2299.968
13.3, 2352.637
13.4, 2406.104
13.5, 2460.375
13.6, 2515.456
13.7, 2571.353
13.8, 2628.072
13.9, 2685.619
14.0, 2744.0
14.1, 2803.221
14.2, 2863.288
14.3, 2924.207
14.4, 2985.984
14.5, 3048.625
14.6, 3112.136
14.7, 3176.523
14.8, 3241.792
14.9, 3307.949
15.0, 3375.0
15.1, 3442.951
15.2, 3511.808
15.3, 3581.577
15.4, 3652.264
15.5, 3723.875
15.6, 3796.416
15.7, 3869.893
15.8, 3944.312
15.9, 4019.679
16.0, 4096.0
16.1, 4173.281
16.2, 4251.528
16.3, 4330.747
16.4, 4410.944
16.5, 4492.125
16.6, 4574.296
16.7, 4657.463
16.8, 4741.632
16.9, 4826.809
17.0, 4913.0
17.1, 5000.211
17.2, 5088.448
17.3, 5177.717
17.4, 5268.024
17.5, 5359.375
17.6, 5451.776
17.7, 5545.233
17.8, 5639.752
17.9, 5735.339
18.0, 5832.0
18.1, 5929.741
18.2, 6028.568
18.3, 6128.487
18.4, 6229.504
18.5, 6331.625
18.6, 6434.856
18.7, 6539.203
18.8, 6644.672
